sourceDataRow,paper_id,source_study_id,paper_title,paper_doi,cohort_family,population_label,setting,outcome_scope,time_loss_definition,time_loss_threshold,sex,age_category,playing_level,geography,discipline,source_incidence_definition,source_burden_definition,source_exposure_unit,exposure_construction,source_notes,source_evidence,rate_sd,observation_id,injury_count,exposure_player_hours,rate_per_1000_player_hours,reported_rate_per_1000,calculated_rate_per_1000,ci95_lower,ci95_upper,source_count_field,source_rate_field,injury_location,tissue_type,injury_diagnosis,onset,player_position,laterality,outcome_target,metric,incidence_per_1000_player_hours,burden_days_per_1000_player_hours,source_context_row,source_context_csv,analysis_route,primary_model_eligible,sensitivity_definition,sensitivity_estimated_exposure,sensitivity_rounded_reconstruction,scope_verification,overlap_verification,metric_alignment_verification,source_parent_id,duplicate_of,arithmetic_method,inferred_exposure_player_hours,inferred_injury_count_estimate,rounding_assumption,inference_usable_for_count_likelihood,meanAge,ageRange,sampleSizePlayers,numberOfTeams,observationDuration,dataCollectionPeriod,numberOfSeasons,studyDesign,trialArm,randomisedControlledTrial,geneticGroup,injuryDefinition,injuryDefinitionDescription,exposureDefinitionDescription,mechanismReportingDescription,recurrenceDefinitionDescription,severityDefinitionDescription,source_context_injuryMostCommonLocation,source_context_injuryMostCommonType,source_context_injuryMostCommonDiagnosis,population_role,population_partition_evidence,outcome_coverage_restriction,exposure_method_evidence,exposure_method_categories,exposure_method_details,standard_90_minute_pitch_formula,exposure_method_adjudication,exposure_method_sensitivity_only,historical_source_family_role,historical_source_family_evidence,descriptor_status,days_lost,candidate_injury_count,candidate_source_count_field,metric_correction_reason,metric_correction_evidence,release_context_csv,release_context_join_key,candidate_outcome_scope,candidate_injury_location,candidate_tissue_type,candidate_injury_diagnosis,candidate_review_flags,reported_rate_alignment,reported_time_loss_rate_per_1000,calculated_crude_count_rate_per_1000,published_rate_method,prefit_gate,alignment_decision,alignment_reason,alignment_evidence,threshold_analysis_route,overlap_selection,overlap_family,overlap_reason,overlap_evidence,selected_parent_id,sampling_information_route,reverse_exposure_supported,reverse_exposure_evidence,analysis_target_key,main_scientific_input_selected,model_readiness
787,S4629,S4629,Epidemiology of Sport Injury Among Korean Male Youth Soccer Players: A Prospective Cohort Study.,10.1123/pes.2024-0118,korean-youth-2021,Total,overall,injuryLocation_upper_limb_overall,physical complaint (time-loss and medical attention),source_defined_threshold_unconfirmed,Male,Youth,Elite/sub-elite,Korea,Football,injuries per 1000 player-hours,days lost per 1000 player-hours,player-hours,source construction requires review,"[2026-07-27] Source-family overlap treatment, 27 July 2026: S4629 owns the 2021 Korean youth all-injury denominator.",source CSV: injuryLocation_upper_limb_overall_burden,,787:burden:overall:injuryLocation_upper_limb_overall_burden,,,12.62,12.62,,,,,injuryLocation_upper_limb_overall_burden,upper limb overall,,,,,,injuryLocation_upper_limb_overall,burden,,12.62,787,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,false,reviewed_see_alignment_decision,hold,hold,S4629:existing_source_family_policy,,,,,,false,,,100,2,January-December 2021,,1,prospective cohort study,,,,Other,physical complaint (time-loss and medical attention),,medical staff,same body location and injury type after return to full football participation,slight 0 days; minimal 1-3 days; mild 4-7 days; moderate 8-28 days; severe >28 days,ankle (46),ligament sprain/rupture (54),,source_family_member,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md,,protocol-v2/eligibility-audit-2026-09-12/adjudication-summary.json#/qualifications/S4629,mean_exposure_per_player_x_players,Rounded mean exposure per player multiplied by 100 players.,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,anchor,Broad cohort source.,hold_restricted_scope,,,,,,analysis-source-context.csv,sourceDataRow,injuryLocation_upper_limb_overall,upper limb overall,,,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review | broad_parent_participation_loss_burden_alignment_review,,,,,,hold,"Saved source audit identifies a separate time-loss result; the threshold remains in the approved sensitivity route unless explicitly stated. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary,sensitivity,hold,korean-youth-2021,Held because the final alignment record does not support this source metric or threshold route.,source-family-decision-ledger-2026-07-27.json family=korean-youth-2021; studyId=S4629; Broad cohort source.; alignment-decisions.csv metric/threshold hold,,descriptive_rate_without_usable_sampling_information,false,,burden|overall|injuryLocation_upper_limb_overall|upper limb overall||||,false,likelihood_and_target_selection_pending
787,S4629,S4629,Epidemiology of Sport Injury Among Korean Male Youth Soccer Players: A Prospective Cohort Study.,10.1123/pes.2024-0118,korean-youth-2021,Total,overall,injuryLocation_wrist,physical complaint (time-loss and medical attention),source_defined_threshold_unconfirmed,Male,Youth,Elite/sub-elite,Korea,Football,injuries per 1000 player-hours,days lost per 1000 player-hours,player-hours,source construction requires review,"[2026-07-27] Source-family overlap treatment, 27 July 2026: S4629 owns the 2021 Korean youth all-injury denominator.",source CSV: injuryLocation_wrist_burden,,787:burden:overall:injuryLocation_wrist_burden,,,0.29,0.29,,,,,injuryLocation_wrist_burden,wrist,,,,,,injuryLocation_wrist,burden,,0.29,787,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,false,reviewed_see_alignment_decision,hold,hold,S4629:existing_source_family_policy,,,,,,false,,,100,2,January-December 2021,,1,prospective cohort study,,,,Other,physical complaint (time-loss and medical attention),,medical staff,same body location and injury type after return to full football participation,slight 0 days; minimal 1-3 days; mild 4-7 days; moderate 8-28 days; severe >28 days,ankle (46),ligament sprain/rupture (54),,source_family_member,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md,,protocol-v2/eligibility-audit-2026-09-12/adjudication-summary.json#/qualifications/S4629,mean_exposure_per_player_x_players,Rounded mean exposure per player multiplied by 100 players.,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,anchor,Broad cohort source.,hold_restricted_scope,,,,,,analysis-source-context.csv,sourceDataRow,injuryLocation_wrist,wrist,,,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review | broad_parent_participation_loss_burden_alignment_review,,,,,,hold,"Saved source audit identifies a separate time-loss result; the threshold remains in the approved sensitivity route unless explicitly stated. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary,sensitivity,hold,korean-youth-2021,Held because the final alignment record does not support this source metric or threshold route.,source-family-decision-ledger-2026-07-27.json family=korean-youth-2021; studyId=S4629; Broad cohort source.; alignment-decisions.csv metric/threshold hold,,descriptive_rate_without_usable_sampling_information,false,,burden|overall|injuryLocation_wrist|wrist||||,false,likelihood_and_target_selection_pending
787,S4629,S4629,Epidemiology of Sport Injury Among Korean Male Youth Soccer Players: A Prospective Cohort Study.,10.1123/pes.2024-0118,korean-youth-2021,Total,overall,injuryTissueType_bone,physical complaint (time-loss and medical attention),source_defined_threshold_unconfirmed,Male,Youth,Elite/sub-elite,Korea,Football,injuries per 1000 player-hours,days lost per 1000 player-hours,player-hours,source construction requires review,"[2026-07-27] Source-family overlap treatment, 27 July 2026: S4629 owns the 2021 Korean youth all-injury denominator.",source CSV: injuryTissueType_bone_burden,,787:burden:overall:injuryTissueType_bone_burden,,,6.95,6.95,,,,,injuryTissueType_bone_burden,,bone,,,,,injuryTissueType_bone,burden,,6.95,787,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,false,reviewed_see_alignment_decision,hold,hold,S4629:existing_source_family_policy,,,,,,false,,,100,2,January-December 2021,,1,prospective cohort study,,,,Other,physical complaint (time-loss and medical attention),,medical staff,same body location and injury type after return to full football participation,slight 0 days; minimal 1-3 days; mild 4-7 days; moderate 8-28 days; severe >28 days,ankle (46),ligament sprain/rupture (54),,source_family_member,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md,,protocol-v2/eligibility-audit-2026-09-12/adjudication-summary.json#/qualifications/S4629,mean_exposure_per_player_x_players,Rounded mean exposure per player multiplied by 100 players.,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,anchor,Broad cohort source.,hold_restricted_scope,,,,,,analysis-source-context.csv,sourceDataRow,injuryTissueType_bone,,bone,,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review | broad_parent_participation_loss_burden_alignment_review,,,,,,hold,"Saved source audit identifies a separate time-loss result; the threshold remains in the approved sensitivity route unless explicitly stated. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary,sensitivity,hold,korean-youth-2021,Held because the final alignment record does not support this source metric or threshold route.,source-family-decision-ledger-2026-07-27.json family=korean-youth-2021; studyId=S4629; Broad cohort source.; alignment-decisions.csv metric/threshold hold,,descriptive_rate_without_usable_sampling_information,false,,burden|overall|injuryTissueType_bone||bone|||,false,likelihood_and_target_selection_pending
787,S4629,S4629,Epidemiology of Sport Injury Among Korean Male Youth Soccer Players: A Prospective Cohort Study.,10.1123/pes.2024-0118,korean-youth-2021,Total,overall,injuryTissueType_bone_fracture,physical complaint (time-loss and medical attention),source_defined_threshold_unconfirmed,Male,Youth,Elite/sub-elite,Korea,Football,injuries per 1000 player-hours,days lost per 1000 player-hours,player-hours,source construction requires review,"[2026-07-27] Source-family overlap treatment, 27 July 2026: S4629 owns the 2021 Korean youth all-injury denominator.",source CSV: injuryTissueType_bone_fracture_burden,,787:burden:overall:injuryTissueType_bone_fracture_burden,,,5.76,5.76,,,,,injuryTissueType_bone_fracture_burden,,bone fracture,,,,,injuryTissueType_bone_fracture,burden,,5.76,787,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,false,reviewed_see_alignment_decision,hold,hold,S4629:existing_source_family_policy,,,,,,false,,,100,2,January-December 2021,,1,prospective cohort study,,,,Other,physical complaint (time-loss and medical attention),,medical staff,same body location and injury type after return to full football participation,slight 0 days; minimal 1-3 days; mild 4-7 days; moderate 8-28 days; severe >28 days,ankle (46),ligament sprain/rupture (54),,source_family_member,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md,,protocol-v2/eligibility-audit-2026-09-12/adjudication-summary.json#/qualifications/S4629,mean_exposure_per_player_x_players,Rounded mean exposure per player multiplied by 100 players.,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,anchor,Broad cohort source.,hold_restricted_scope,,,,,,analysis-source-context.csv,sourceDataRow,injuryTissueType_bone_fracture,,bone fracture,,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review | broad_parent_participation_loss_burden_alignment_review,,,,,,hold,"Saved source audit identifies a separate time-loss result; the threshold remains in the approved sensitivity route unless explicitly stated. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary,sensitivity,hold,korean-youth-2021,Held because the final alignment record does not support this source metric or threshold route.,source-family-decision-ledger-2026-07-27.json family=korean-youth-2021; studyId=S4629; Broad cohort source.; alignment-decisions.csv metric/threshold hold,,descriptive_rate_without_usable_sampling_information,false,,burden|overall|injuryTissueType_bone_fracture||bone fracture|||,false,likelihood_and_target_selection_pending
787,S4629,S4629,Epidemiology of Sport Injury Among Korean Male Youth Soccer Players: A Prospective Cohort Study.,10.1123/pes.2024-0118,korean-youth-2021,Total,overall,injuryTissueType_bone_stress,physical complaint (time-loss and medical attention),source_defined_threshold_unconfirmed,Male,Youth,Elite/sub-elite,Korea,Football,injuries per 1000 player-hours,days lost per 1000 player-hours,player-hours,source construction requires review,"[2026-07-27] Source-family overlap treatment, 27 July 2026: S4629 owns the 2021 Korean youth all-injury denominator.",source CSV: injuryTissueType_bone_stress_burden,,787:burden:overall:injuryTissueType_bone_stress_burden,,,1.19,1.19,,,,,injuryTissueType_bone_stress_burden,,bone stress,,,,,injuryTissueType_bone_stress,burden,,1.19,787,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,false,reviewed_see_alignment_decision,hold,hold,S4629:existing_source_family_policy,,,,,,false,,,100,2,January-December 2021,,1,prospective cohort study,,,,Other,physical complaint (time-loss and medical attention),,medical staff,same body location and injury type after return to full football participation,slight 0 days; minimal 1-3 days; mild 4-7 days; moderate 8-28 days; severe >28 days,ankle (46),ligament sprain/rupture (54),,source_family_member,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md,,protocol-v2/eligibility-audit-2026-09-12/adjudication-summary.json#/qualifications/S4629,mean_exposure_per_player_x_players,Rounded mean exposure per player multiplied by 100 players.,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,anchor,Broad cohort source.,hold_restricted_scope,,,,,,analysis-source-context.csv,sourceDataRow,injuryTissueType_bone_stress,,bone stress,,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review | broad_parent_participation_loss_burden_alignment_review,,,,,,hold,"Saved source audit identifies a separate time-loss result; the threshold remains in the approved sensitivity route unless explicitly stated. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary,sensitivity,hold,korean-youth-2021,Held because the final alignment record does not support this source metric or threshold route.,source-family-decision-ledger-2026-07-27.json family=korean-youth-2021; studyId=S4629; Broad cohort source.; alignment-decisions.csv metric/threshold hold,,descriptive_rate_without_usable_sampling_information,false,,burden|overall|injuryTissueType_bone_stress||bone stress|||,false,likelihood_and_target_selection_pending
787,S4629,S4629,Epidemiology of Sport Injury Among Korean Male Youth Soccer Players: A Prospective Cohort Study.,10.1123/pes.2024-0118,korean-youth-2021,Total,overall,injuryTissueType_laceration,physical complaint (time-loss and medical attention),source_defined_threshold_unconfirmed,Male,Youth,Elite/sub-elite,Korea,Football,injuries per 1000 player-hours,days lost per 1000 player-hours,player-hours,source construction requires review,"[2026-07-27] Source-family overlap treatment, 27 July 2026: S4629 owns the 2021 Korean youth all-injury denominator.",source CSV: injuryTissueType_laceration_burden,,787:burden:overall:injuryTissueType_laceration_burden,,,0.08,0.08,,,,,injuryTissueType_laceration_burden,,laceration,,,,,injuryTissueType_laceration,burden,,0.08,787,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,false,reviewed_see_alignment_decision,hold,hold,S4629:existing_source_family_policy,,,,,,false,,,100,2,January-December 2021,,1,prospective cohort study,,,,Other,physical complaint (time-loss and medical attention),,medical staff,same body location and injury type after return to full football participation,slight 0 days; minimal 1-3 days; mild 4-7 days; moderate 8-28 days; severe >28 days,ankle (46),ligament sprain/rupture (54),,source_family_member,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md,,protocol-v2/eligibility-audit-2026-09-12/adjudication-summary.json#/qualifications/S4629,mean_exposure_per_player_x_players,Rounded mean exposure per player multiplied by 100 players.,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,anchor,Broad cohort source.,hold_restricted_scope,,,,,,analysis-source-context.csv,sourceDataRow,injuryTissueType_laceration,,laceration,,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review | broad_parent_participation_loss_burden_alignment_review,,,,,,hold,"Saved source audit identifies a separate time-loss result; the threshold remains in the approved sensitivity route unless explicitly stated. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary,sensitivity,hold,korean-youth-2021,Held because the final alignment record does not support this source metric or threshold route.,source-family-decision-ledger-2026-07-27.json family=korean-youth-2021; studyId=S4629; Broad cohort source.; alignment-decisions.csv metric/threshold hold,,descriptive_rate_without_usable_sampling_information,false,,burden|overall|injuryTissueType_laceration||laceration|||,false,likelihood_and_target_selection_pending
787,S4629,S4629,Epidemiology of Sport Injury Among Korean Male Youth Soccer Players: A Prospective Cohort Study.,10.1123/pes.2024-0118,korean-youth-2021,Total,overall,injuryTissueType_ligament_joint_capsule,physical complaint (time-loss and medical attention),source_defined_threshold_unconfirmed,Male,Youth,Elite/sub-elite,Korea,Football,injuries per 1000 player-hours,days lost per 1000 player-hours,player-hours,source construction requires review,"[2026-07-27] Source-family overlap treatment, 27 July 2026: S4629 owns the 2021 Korean youth all-injury denominator.",source CSV: injuryTissueType_ligament_joint_capsule_burden,,787:burden:overall:injuryTissueType_ligament_joint_capsule_burden,,,59.56,59.56,,,,,injuryTissueType_ligament_joint_capsule_burden,,ligament joint capsule,,,,,injuryTissueType_ligament_joint_capsule,burden,,59.56,787,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,false,reviewed_see_alignment_decision,hold,hold,S4629:existing_source_family_policy,,,,,,false,,,100,2,January-December 2021,,1,prospective cohort study,,,,Other,physical complaint (time-loss and medical attention),,medical staff,same body location and injury type after return to full football participation,slight 0 days; minimal 1-3 days; mild 4-7 days; moderate 8-28 days; severe >28 days,ankle (46),ligament sprain/rupture (54),,source_family_member,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md,,protocol-v2/eligibility-audit-2026-09-12/adjudication-summary.json#/qualifications/S4629,mean_exposure_per_player_x_players,Rounded mean exposure per player multiplied by 100 players.,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,anchor,Broad cohort source.,hold_restricted_scope,,,,,,analysis-source-context.csv,sourceDataRow,injuryTissueType_ligament_joint_capsule,,ligament joint capsule,,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review | broad_parent_participation_loss_burden_alignment_review,,,,,,hold,"Saved source audit identifies a separate time-loss result; the threshold remains in the approved sensitivity route unless explicitly stated. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary,sensitivity,hold,korean-youth-2021,Held because the final alignment record does not support this source metric or threshold route.,source-family-decision-ledger-2026-07-27.json family=korean-youth-2021; studyId=S4629; Broad cohort source.; alignment-decisions.csv metric/threshold hold,,descriptive_rate_without_usable_sampling_information,false,,burden|overall|injuryTissueType_ligament_joint_capsule||ligament joint capsule|||,false,likelihood_and_target_selection_pending
787,S4629,S4629,Epidemiology of Sport Injury Among Korean Male Youth Soccer Players: A Prospective Cohort Study.,10.1123/pes.2024-0118,korean-youth-2021,Total,overall,injuryTissueType_muscle_injury,physical complaint (time-loss and medical attention),source_defined_threshold_unconfirmed,Male,Youth,Elite/sub-elite,Korea,Football,injuries per 1000 player-hours,days lost per 1000 player-hours,player-hours,source construction requires review,"[2026-07-27] Source-family overlap treatment, 27 July 2026: S4629 owns the 2021 Korean youth all-injury denominator.",source CSV: injuryTissueType_muscle_injury_burden,,787:burden:overall:injuryTissueType_muscle_injury_burden,,,5.16,5.16,,,,,injuryTissueType_muscle_injury_burden,,muscle injury,,,,,injuryTissueType_muscle_injury,burden,,5.16,787,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,false,reviewed_see_alignment_decision,hold,hold,S4629:existing_source_family_policy,,,,,,false,,,100,2,January-December 2021,,1,prospective cohort study,,,,Other,physical complaint (time-loss and medical attention),,medical staff,same body location and injury type after return to full football participation,slight 0 days; minimal 1-3 days; mild 4-7 days; moderate 8-28 days; severe >28 days,ankle (46),ligament sprain/rupture (54),,source_family_member,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md,,protocol-v2/eligibility-audit-2026-09-12/adjudication-summary.json#/qualifications/S4629,mean_exposure_per_player_x_players,Rounded mean exposure per player multiplied by 100 players.,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,anchor,Broad cohort source.,hold_restricted_scope,,,,,,analysis-source-context.csv,sourceDataRow,injuryTissueType_muscle_injury,,muscle injury,,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review | broad_parent_participation_loss_burden_alignment_review,,,,,,hold,"Saved source audit identifies a separate time-loss result; the threshold remains in the approved sensitivity route unless explicitly stated. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary,sensitivity,hold,korean-youth-2021,Held because the final alignment record does not support this source metric or threshold route.,source-family-decision-ledger-2026-07-27.json family=korean-youth-2021; studyId=S4629; Broad cohort source.; alignment-decisions.csv metric/threshold hold,,descriptive_rate_without_usable_sampling_information,false,,burden|overall|injuryTissueType_muscle_injury||muscle injury|||,false,likelihood_and_target_selection_pending
787,S4629,S4629,Epidemiology of Sport Injury Among Korean Male Youth Soccer Players: A Prospective Cohort Study.,10.1123/pes.2024-0118,korean-youth-2021,Total,overall,injuryTissueType_superficial_contusion,physical complaint (time-loss and medical attention),source_defined_threshold_unconfirmed,Male,Youth,Elite/sub-elite,Korea,Football,injuries per 1000 player-hours,days lost per 1000 player-hours,player-hours,source construction requires review,"[2026-07-27] Source-family overlap treatment, 27 July 2026: S4629 owns the 2021 Korean youth all-injury denominator.",source CSV: injuryTissueType_superficial_contusion_burden,,787:burden:overall:injuryTissueType_superficial_contusion_burden,,,0.87,0.87,,,,,injuryTissueType_superficial_contusion_burden,,superficial contusion,,,,,injuryTissueType_superficial_contusion,burden,,0.87,787,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,false,reviewed_see_alignment_decision,hold,hold,S4629:existing_source_family_policy,,,,,,false,,,100,2,January-December 2021,,1,prospective cohort study,,,,Other,physical complaint (time-loss and medical attention),,medical staff,same body location and injury type after return to full football participation,slight 0 days; minimal 1-3 days; mild 4-7 days; moderate 8-28 days; severe >28 days,ankle (46),ligament sprain/rupture (54),,source_family_member,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md,,protocol-v2/eligibility-audit-2026-09-12/adjudication-summary.json#/qualifications/S4629,mean_exposure_per_player_x_players,Rounded mean exposure per player multiplied by 100 players.,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,anchor,Broad cohort source.,hold_restricted_scope,,,,,,analysis-source-context.csv,sourceDataRow,injuryTissueType_superficial_contusion,,superficial contusion,,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review | broad_parent_participation_loss_burden_alignment_review,,,,,,hold,"Saved source audit identifies a separate time-loss result; the threshold remains in the approved sensitivity route unless explicitly stated. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary,sensitivity,hold,korean-youth-2021,Held because the final alignment record does not support this source metric or threshold route.,source-family-decision-ledger-2026-07-27.json family=korean-youth-2021; studyId=S4629; Broad cohort source.; alignment-decisions.csv metric/threshold hold,,descriptive_rate_without_usable_sampling_information,false,,burden|overall|injuryTissueType_superficial_contusion||superficial contusion|||,false,likelihood_and_target_selection_pending
787,S4629,S4629,Epidemiology of Sport Injury Among Korean Male Youth Soccer Players: A Prospective Cohort Study.,10.1123/pes.2024-0118,korean-youth-2021,Total,overall,injuryTissueType_tendinopathy,physical complaint (time-loss and medical attention),source_defined_threshold_unconfirmed,Male,Youth,Elite/sub-elite,Korea,Football,injuries per 1000 player-hours,days lost per 1000 player-hours,player-hours,source construction requires review,"[2026-07-27] Source-family overlap treatment, 27 July 2026: S4629 owns the 2021 Korean youth all-injury denominator.",source CSV: injuryTissueType_tendinopathy_burden,,787:burden:overall:injuryTissueType_tendinopathy_burden,,,0.61,0.61,,,,,injuryTissueType_tendinopathy_burden,,tendinopathy,,,,,injuryTissueType_tendinopathy,burden,,0.61,787,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,false,reviewed_see_alignment_decision,hold,hold,S4629:existing_source_family_policy,,,,,,false,,,100,2,January-December 2021,,1,prospective cohort study,,,,Other,physical complaint (time-loss and medical attention),,medical staff,same body location and injury type after return to full football participation,slight 0 days; minimal 1-3 days; mild 4-7 days; moderate 8-28 days; severe >28 days,ankle (46),ligament sprain/rupture (54),,source_family_member,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md,,protocol-v2/eligibility-audit-2026-09-12/adjudication-summary.json#/qualifications/S4629,mean_exposure_per_player_x_players,Rounded mean exposure per player multiplied by 100 players.,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,anchor,Broad cohort source.,hold_restricted_scope,,,,,,analysis-source-context.csv,sourceDataRow,injuryTissueType_tendinopathy,,tendinopathy,,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review | broad_parent_participation_loss_burden_alignment_review,,,,,,hold,"Saved source audit identifies a separate time-loss result; the threshold remains in the approved sensitivity route unless explicitly stated. The detailed rate is retained, but the saved title/definition does not establish a time-loss numerator for this restricted outcome.",eligibility-audit-2026-09-12 adjudication-summary,sensitivity,hold,korean-youth-2021,Held because the final alignment record does not support this source metric or threshold route.,source-family-decision-ledger-2026-07-27.json family=korean-youth-2021; studyId=S4629; Broad cohort source.; alignment-decisions.csv metric/threshold hold,,descriptive_rate_without_usable_sampling_information,false,,burden|overall|injuryTissueType_tendinopathy||tendinopathy|||,false,likelihood_and_target_selection_pending
